Date,Month,Day,hour,Temp,RH%,Oreobates berdemenos,Gastrotheca chysosticta
2018-01-01,1,1,6,17.141989732703124,80.31211539194054,0,2
2018-01-01,1,1,17,20.204506416347822,96.27157615544101,2,0
2018-01-02,1,2,5,14.161070660668264,66.3776564648085,0,0
2018-01-02,1,2,10,11.345240087214467,87.59018563910996,0,3
2018-01-02,1,2,11,20.228118489951214,83.75437059862107,0,3
2018-01-02,1,2,22,24.97604093630293,89.94342906847211,1,3
2018-01-03,1,3,4,14.015820239320432,66.02401093710371,1,0
2018-01-04,1,4,3,22.88877672042718,97.66421347623978,1,2
2018-01-04,1,4,19,18.173693635265643,84.83865711068634,0,4
2018-01-05,1,5,0,12.657233913227696,93.88284550764547,1,2
2018-01-05,1,5,3,13.47397879459135,69.86427054720943,2,1
2018-01-05,1,5,23,18.0631390934426,89.57651557591846,1,2
2018-01-06,1,6,7,16.382150848303585,91.24122817335676,1,2
2018-01-06,1,6,14,12.748348092967044,75.89741089548303,1,0
2018-01-06,1,6,19,11.22384287509838,75.35813811533689,2,2
2018-01-07,1,7,2,14.613122688293975,86.31185060102997,3,1
2018-01-07,1,7,3,18.77523603332447,63.73630727040864,1,2
2018-01-07,1,7,6,17.974396989587447,89.42496600870035,2,0
2018-01-07,1,7,23,15.995048169999688,61.71547039357644,0,2
2018-01-08,1,8,12,18.80754877716593,67.62361204483304,1,2
2018-01-09,1,9,2,22.16010687945075,86.56575028965469,0,2
2018-01-09,1,9,4,19.576506041736593,63.93294668367855,0,2
2018-01-09,1,9,7,17.51476531444168,98.8736836590716,2,1
2018-01-09,1,9,16,21.712288026642756,94.73584837847602,1,2
2018-01-09,1,9,18,14.16059879113482,85.05209329626946,1,2
2018-01-10,1,10,1,17.100321841778594,92.76229822677399,1,4
2018-01-10,1,10,5,17.195648257598528,95.50320194358272,2,0
2018-01-10,1,10,14,13.052186966228618,70.37902598287273,2,1
2018-01-11,1,11,3,16.32050335086257,93.97646351797277,2,0
2018-01-11,1,11,7,9.700161276418788,67.79175134550407,0,2
2018-01-11,1,11,10,25.648712190651814,76.53369056595261,1,2
2018-01-11,1,11,19,14.250344846254748,82.33038524994397,1,1
2018-01-12,1,12,10,24.344456525685246,88.55563852296129,0,1
2018-01-12,1,12,16,18.15233802287797,61.20565270890112,1,3
2018-01-12,1,12,19,20.259456528623836,71.62037651112756,1,2
2018-01-13,1,13,3,16.044800806596275,84.34076392841561,1,1
2018-01-14,1,14,0,18.8317187678467,74.29474716596475,0,0
2018-01-14,1,14,11,20.601958559953744,91.00100222517973,0,2
2018-01-15,1,15,5,20.65820965757673,86.06608644602865,1,1
2018-01-15,1,15,9,21.09909356029743,69.37605814894943,0,1
2018-01-15,1,15,10,16.526669159843294,65.83715918369333,2,1
2018-01-16,1,16,7,16.07856131003458,85.16187974348202,2,0
2018-01-16,1,16,20,11.623294698929586,78.0186931081903,2,2
2018-01-16,1,16,22,20.092876044707747,66.75828164405274,0,1
2018-01-17,1,17,1,22.329514845293772,73.05496821273509,1,3
2018-01-17,1,17,13,24.46392671967172,72.12186993274346,1,1
2018-01-17,1,17,17,19.22069053832203,64.325278893575,0,4
2018-01-18,1,18,1,14.934080908365722,81.87636077060912,2,3
2018-01-18,1,18,15,11.21161542684218,90.54594535650216,0,2
2018-01-18,1,18,20,22.166666932333403,83.01867555411948,1,5
2018-01-19,1,19,6,10.814893732889857,93.05165459749409,1,4
2018-01-19,1,19,15,16.637583689024932,65.10274188861726,1,1
2018-01-20,1,20,3,17.102772688225418,77.42447431288895,1,1
2018-01-20,1,20,13,17.722179448595924,84.37660414632397,0,0
2018-01-20,1,20,18,18.14321040014336,87.0400624376763,1,1
2018-01-20,1,20,22,18.5525902254703,87.83145225693708,0,3
2018-01-21,1,21,2,8.338546951685881,89.15861708391525,3,0
2018-01-21,1,21,5,18.05862363948051,86.05719248784067,1,2
2018-01-21,1,21,7,9.081697703552491,63.76912355763471,3,0
2018-01-21,1,21,11,20.92887229236398,87.81222710409186,2,1
2018-01-21,1,21,21,15.779499376785552,88.9913062709755,0,0
2018-01-21,1,21,23,9.371853099106598,99.73919737334509,3,1
2018-01-22,1,22,8,14.743181290458496,87.73449746804503,2,1
2018-01-22,1,22,12,15.719698643261385,87.47321583006196,2,3
2018-01-22,1,22,16,22.76279847022002,80.59253160727889,0,2
2018-01-23,1,23,8,18.78655096700098,94.71691634340456,1,1
2018-01-23,1,23,10,19.37777977740232,99.87339047844634,3,1
2018-01-23,1,23,22,22.724886536882405,91.16179480789728,0,1
2018-01-26,1,26,1,17.615422848302043,84.50001511431233,1,4
2018-01-27,1,27,0,21.01675184412961,63.15819307726273,0,1
2018-01-27,1,27,2,20.73544445572797,89.0695652691851,0,2
2018-01-27,1,27,11,12.85412202572235,88.34246274327802,0,1
2018-01-27,1,27,16,23.891934310519318,91.02272591237727,1,1
2018-01-28,1,28,1,12.318792879717222,64.98221553597958,1,4
2018-01-29,1,29,2,21.66946659791139,86.14930000504575,0,3
2018-01-29,1,29,9,11.93170785237747,71.82895619806699,3,0
2018-01-30,1,30,0,20.40494715260669,90.41084973611335,1,0
2018-01-30,1,30,22,25.44765951260069,69.61495816125864,0,0
2018-01-31,1,31,13,17.148085373799155,87.35914707281643,2,1
2018-01-31,1,31,14,16.974577428587416,71.79971787935919,1,1
2018-01-31,1,31,18,20.441759997267397,60.359771712697246,0,3
2018-02-01,2,1,4,16.682414176149827,85.33431647892382,1,3
2018-02-01,2,1,8,25.273114814971287,64.53076332635689,0,2
2018-02-02,2,2,7,18.768768997834783,86.37165891152856,0,4
2018-02-04,2,4,3,16.719321967117097,97.0243779342775,2,1
2018-02-04,2,4,12,15.838857888417268,98.7698373684436,2,0
2018-02-05,2,5,3,14.268206119307917,69.4369234931045,3,2
2018-02-05,2,5,12,15.488980052970042,92.3701291060262,0,1
2018-02-06,2,6,2,16.597306425365613,74.1421310748976,0,1
2018-02-06,2,6,9,16.04944370600568,96.0182829099193,2,1
2018-02-06,2,6,16,15.367298903451584,91.49958274517495,1,1
2018-02-07,2,7,8,26.395364921409758,62.95686866583055,0,1
2018-02-07,2,7,23,13.879619694042042,76.28547975509109,2,1
2018-02-08,2,8,16,18.5865303505847,73.49271304038696,1,1
2018-02-09,2,9,7,20.370084039043487,91.40724082893108,0,1
2018-02-09,2,9,17,20.52043198233493,76.41142842612636,3,0
2018-02-09,2,9,23,17.76557169687011,87.38353590612334,2,0
2018-02-10,2,10,0,17.03718971261076,84.09741022361762,2,0
2018-02-10,2,10,3,19.806189964958026,99.02554876390535,0,2
2018-02-10,2,10,4,19.066086599912804,97.5113982720646,1,1
2018-02-10,2,10,10,16.964164660929946,77.10798058954875,1,1
2018-02-10,2,10,11,11.752485713102278,88.94312846564597,2,1
2018-02-11,2,11,0,16.12830511066701,93.17840375924888,1,1
2018-02-11,2,11,9,13.413799345170169,95.95543015448581,3,1
2018-02-11,2,11,12,15.331361799734694,62.72537055105935,1,1
2018-02-12,2,12,1,18.132892954067838,72.08315197093987,0,0
2018-02-13,2,13,2,19.434944575986464,72.80920163874087,0,2
2018-02-13,2,13,3,25.121811005169626,77.37783804879514,0,3
2018-02-13,2,13,13,15.850374484384744,66.77059002861677,5,0
2018-02-13,2,13,20,21.0985025411006,79.84823519800032,0,1
2018-02-14,2,14,0,19.223840097751346,86.52857309193824,1,2
2018-02-14,2,14,7,23.18399068255916,79.89455680866871,0,5
2018-02-15,2,15,7,20.304914878382505,86.63172380790463,0,2
2018-02-15,2,15,12,13.966074290854735,62.65766527271601,1,2
2018-02-15,2,15,23,11.107815882835075,95.03949326829641,1,1
2018-02-16,2,16,2,19.245046798670018,97.56276768404274,3,0
2018-02-16,2,16,4,15.886196008398437,84.71629696474594,2,2
